,ID,EventName,Year,Month,DisasterType,DisasterSubtype,MainLandfallLocation,Flood,Slide,OFDAResponse,Appeal,Declaration,LandfallMagnitude(kph),LandfallPressure(mb),TotalDeaths,NoInjured,TotalDamage(000US$),TotalDamageAdjusted(000US$),CPI
85,STORM_HAIMA(EGAY)_2011,Haima(Egay),2011,6,Storm,Tropical cyclone,3,0,0,0,0,0,64,996,13,80,12680,16586,76.86
86,STORM_KAI-TAK_2012,Kai-Tak,2012,8,Storm,Tropical cyclone,1,0,1,0,0,0,111,978,4,15,29900,38112,78.45
87,STORM_SONTINH(OFEL)_2012,SonTinh(Ofel),2012,10,Storm,Tropical cyclone,4,1,0,0,0,0,166,956,11,90,336000,428287,78.45
88,STORM_JEBI_2013,Jebi,2013,8,Storm,Tropical cyclone,3,0,0,0,0,0,92,985,7,11,1000,1256,79.6
89,STORM_WUTIP _2013,Wutip,2013,9,Storm,Tropical cyclone,4,0,0,0,0,0,176,952,31,330,663230,833190,79.6
90,STORM_NARI(SANTI)_2013,Nari(SAnti),2013,10,Storm,Tropical cyclone,5,0,0,0,0,0,139,967,20,154,76000,95476,79.6
91,STORM_HAIYAN(YOLANDA)_2013,Haiyan(Yolanda),2013,11,Storm,Tropical cyclone,5,0,0,0,0,0,130,970,16,89,734000,922095,79.6
92,STORM_RAMMASUN(GLENDA)_2014,Rammasun(Glenda),2014,7,Storm,Tropical cyclone,1,1,1,0,0,0,102,982,29,4,6200,7664,80.89
93,STORM_KALMAEGI(LUIS)_2014,Kalmaegi(Luis),2014,9,Storm,Tropical cyclone,3,0,0,0,0,0,139,967,11,,4500,5563,80.89
94,STORM_SINLAKU(QUEENIE)_2014,Sinlaku(Queenie),2014,11,Storm,Tropical cyclone,5,0,0,0,0,0,92,985,0,,4,5,80.89
95,STORM_KUJIRA_2015,Kujira,2015,6,Storm,Tropical cyclone,1,0,0,0,0,0,83,989,7,4,31,38,80.99
96,STORM_VAMCO_2015,Vamco,2015,9,Storm,Tropical cyclone,5,1,0,0,0,0,65,996,11,,218,269,80.99
97,STORM_MIRINAE_2016,Mirinae,2016,7,Storm,Tropical cyclone,3,0,0,0,0,0,92,985,3,5,191000,232897,82.01
98,STORM_AERE_2016,Aere,2016,10,Storm,Tropical cyclone,5,1,0,0,0,0,46,1004,37,,350000,426776,82.01
99,STORM_CARINA(NIDA)_2016,Carina(Nida),2016,8,Storm,Storm (General),2,1,0,0,0,0,,,25,,144000,175588,82.01
100,STORM_DIANMU_2016,Dianmu,2016,8,Storm,Tropical cyclone,3,1,1,0,0,0,83,989,11,15,157,191,82.01
101,STORM_TALAS_2017,Talas,2017,7,Storm,Tropical cyclone,4,0,0,0,0,0,92,987,9,7,71000,84769,83.76
102,STORM_DOKSURI_2017,Doksuri,2017,9,Storm,Tropical cyclone,4,0,0,0,0,0,176,960,14,112,484000,577860,83.76
103,STORM_DAMREY(RAMIL)_2017,Damrey(Ramil),2017,11,Storm,Tropical cyclone,5,1,0,1,0,0,167,967,123,197,1000000,1193926,83.76
104,STORM_SONTINH_2018,SonTinh,2018,7,Storm,Tropical cyclone,4,1,1,0,0,0,92,989,34,14,220000,256401,85.8
105,STORM_BEBINCA_2018,Bebinca,2018,8,Storm,Tropical cyclone,4,1,1,0,0,0,102,985,13,,2000,2331,85.8
106,STORM_TORAJI_2018,Toraji,2018,11,Storm,Tropical cyclone,7,0,0,0,0,0,55,1004,19,28,17200,20046,85.8
107,STORM_MATMO_2019,Matmo,2019,11,Storm,Tropical cyclone,5,1,1,0,0,0,92,993,2,14,165000,188878,87.36
108,STORM_NAKRI_2019,Nakri,2019,11,Storm,Tropical cyclone,5,1,0,0,0,0,92,996,3,,4000,4579,87.36
109,STORM_NAN_2020,,2020,3,Storm,Extra-tropical storm,1,1,0,0,0,0,,,5,17,1500,1696,88.44
110,STORM_NAN_2020_2,,2020,4,Storm,Lightning/Thunderstorms,1,1,0,0,0,0,,,3,13,,,88.44
111,STORM_SINLAKU_2020,Sinlaku,2020,7,Storm,Tropical cyclone,4,0,0,0,0,0,83,989,2,2,12900,14587,88.44
112,STORM_LINFA_2020,Linfa,2020,10,Storm,Tropical cyclone,5,1,0,0,1,0,74,999,138,,850000,961151,88.44
113,STORM_NANGKA(NIKA)_2020,Nangka(Nika),2020,10,Storm,Tropical cyclone,4,0,0,0,0,0,65,999,2,,2940,3324,88.44
114,STORM_NOUL(LEON)_2020,Noul(Leon),2020,9,Storm,Tropical cyclone,5,0,0,0,0,0,83,992,6,,33000,37315,88.44
115,STORM_MOLAVE(QUINTA)_2020,Molave(Quinta),2020,10,Storm,Tropical cyclone,5,0,1,0,0,0,148,975,41,143,540000,610614,88.44
116,STORM_ULYSSES(VAMCO)_2020,Ulysses(Vamco),2020,11,Storm,Tropical cyclone,4,1,0,0,0,0,157,975,159,,,,88.44
117,STORM_ETAU(TONYO)_2020,Etau(Tonyo),2020,11,Storm,Tropical cyclone,5,1,0,0,0,0,74,998,2,,5260,5948,88.44
118,STORM_KOGUMA_2021,Koguma,2021,6,Storm,Tropical cyclone,4,1,0,0,0,0,55,1001,1,,104,112,92.59
119,STORM_CONSON(JOLINA)_2021,Conson(Jolina),2021,9,Storm,Tropical cyclone,5,0,0,0,0,0,83,992,2,,4300,4644,92.59
120,STORM_TWE_2021,Twe,2021,10,Storm,Tropical cyclone,5,1,1,0,0,0,,,5,,7500,8100,92.59
121,STORM_NAN_2022,,2022,5,Storm,Storm (General),1,1,1,0,0,0,,,9,,,,100
122,STORM_NORU(KARDING)_2022,Noru(Karding),2022,9,Storm,Storm surge,5,1,0,0,0,0,176,949,9,62,108300,108300,100
123,STORM_SONCA_2022,Sonca,2022,10,Storm,Tropical cyclone,5,1,1,0,0,0,55,1000,19,110,65000,65000,100
124,STORM_TALIM_2023,Talim,2023,7,Storm,Tropical cyclone,8,0,0,0,0,0,,,1,3,1720,1720,
125,STORM_NAN_2023,,2023,11,Storm,Severe weather,4,1,1,0,0,0,,,5,,,,
