,ID,EventName,Year,Month,DisasterType,DisasterSubtype,MainLandfallLocation,Flood,Slide,OFDAResponse,Appeal,Declaration,LandfallMagnitude(kph),LandfallPressure(mb),TotalDeaths,NoInjured,TotalDamage(000US$),TotalDamageAdjusted(000US$),CPI
132,STORM_JEBI_2013,Jebi,2013,8.0,Storm,Tropical cyclone,Red River Delta,0.0,0.0,0.0,0.0,0.0,92.0,985.0,7.0,11.0,1000.0,1256.26,79.60130942
133,STORM_WUTIP _2013,Wutip,2013,9.0,Storm,Tropical cyclone,North Central Coast,0.0,0.0,0.0,0.0,0.0,176.0,952.0,31.0,330.0,663230.0,833189.81,79.60130942
134,STORM_NARI(SANTI)_2013,Nari(SAnti),2013,10.0,Storm,Tropical cyclone,South Central Coast,0.0,0.0,0.0,0.0,0.0,139.0,967.0,20.0,154.0,76000.0,95475.82,79.60130942
135,STORM_HAIYAN(YOLANDA)_2013,Haiyan(Yolanda),2013,11.0,Storm,Tropical cyclone,South Central Coast,0.0,0.0,0.0,0.0,0.0,130.0,970.0,16.0,89.0,734000.0,922095.38,79.60130942
136,STORM_BEBINCA_2013,Bebinca,2013,6.0,Storm,Tropical cyclone,Red River Delta,0.0,0.0,0.0,0.0,0.0,37.0,1007.0,3.0,1.0,56500.0,70978.73,79.60130942
137,STORM_RAMMASUN(GLENDA)_2014,Rammasun(Glenda),2014,7.0,Storm,Tropical cyclone,NorthEast,1.0,1.0,0.0,0.0,0.0,102.0,982.0,29.0,4.0,6200.0,7664.48,80.89262372
138,STORM_KALMAEGI(LUIS)_2014,Kalmaegi(Luis),2014,9.0,Storm,Tropical cyclone,Red River Delta,0.0,0.0,0.0,0.0,0.0,139.0,967.0,11.0,146.0,4500.0,5562.93,80.89262372
139,STORM_SINLAKU(QUEENIE)_2014,Sinlaku(Queenie),2014,11.0,Storm,Tropical cyclone,South Central Coast,0.0,0.0,0.0,0.0,0.0,92.0,985.0,0.0,146.0,4.0,4.94,80.89262372
140,STORM_KUJIRA_2015,Kujira,2015,6.0,Storm,Tropical cyclone,NorthEast,0.0,0.0,0.0,0.0,0.0,83.0,989.0,7.0,4.0,31.0,38.28,80.98857899
141,STORM_VAMCO_2015,Vamco,2015,9.0,Storm,Tropical cyclone,South Central Coast,1.0,0.0,0.0,0.0,0.0,65.0,996.0,11.0,146.0,218.0,269.17,80.98857899
142,STORM_MIRINAE_2016,Mirinae,2016,7.0,Storm,Tropical cyclone,Red River Delta,0.0,0.0,0.0,0.0,0.0,92.0,985.0,3.0,5.0,191000.0,232897.49,82.0103309
143,STORM_AERE_2016,Aere,2016,10.0,Storm,Tropical cyclone,South Central Coast,1.0,0.0,0.0,0.0,0.0,46.0,1004.0,37.0,146.0,350000.0,426775.5,82.0103309
144,STORM_CARINA(NIDA)_2016,Carina(Nida),2016,8.0,Storm,Storm (General),NorthWest,1.0,0.0,0.0,0.0,0.0,93.0,985.0,25.0,146.0,144000.0,175587.63,82.0103309
145,STORM_DIANMU_2016,Dianmu,2016,8.0,Storm,Tropical cyclone,Red River Delta,1.0,1.0,0.0,0.0,0.0,83.0,989.0,11.0,15.0,157.0,191.44,82.0103309
146,STORM_RAI_2016,Rai,2016,9.0,Storm,Tropical cyclone,South Central Coast,1.0,0.0,0.0,0.0,0.0,55.0,1000.0,14.0,146.0,73960.0,90183.76,82.0103309
147,STORM_TD_43_2016,TD_43,2016,11.0,,Tropical depression,South Central Coast,1.0,,0.0,0.0,0.0,93.0,985.0,11.0,7.0,48100.0,58651.15,82.0103309
148,STORM_TALAS_2017,Talas,2017,7.0,Storm,Tropical cyclone,North Central Coast,0.0,0.0,0.0,0.0,0.0,92.0,987.0,9.0,7.0,71000.0,84768.78,83.75725455
149,STORM_DOKSURI_2017,Doksuri,2017,9.0,Storm,Tropical cyclone,North Central Coast,0.0,0.0,0.0,0.0,0.0,176.0,960.0,14.0,112.0,484000.0,577860.39,83.75725455
150,STORM_DAMREY(RAMIL)_2017,Damrey(Ramil),2017,11.0,Storm,Tropical cyclone,South Central Coast,1.0,0.0,1.0,0.0,0.0,167.0,967.0,123.0,197.0,1000000.0,1193926.43,83.75725455
151,STORM_KIROGI_2017,Kirogi,2017,11.0,Storm,Tropical cyclone,South Central Coast,0.0,0.0,0.0,0.0,0.0,46.0,1004.0,10.0,146.0,89730.0,139143.0,83.75725455
152,STORM_SONCA_2017,Sonca,2017,7.0,Storm,Tropical cyclone,North Central Coast,1.0,1.0,0.0,0.0,0.0,83.0,989.0,124.0,146.0,13000.0,15521.04,83.75725455
153,STORM_23W_2017,23W,2017,10.0,,Tropical depression,NorthWest,1.0,1.0,0.0,0.0,0.0,93.0,985.0,103.0,32.0,8600.0,10267.77,83.75725455
154,STORM_SONTINH_2018,SonTinh,2018,7.0,Storm,Tropical cyclone,North Central Coast,1.0,1.0,0.0,0.0,0.0,92.0,989.0,34.0,14.0,220000.0,256401.21,85.80302606
155,STORM_BEBINCA_2018,Bebinca,2018,8.0,Storm,Tropical cyclone,North Central Coast,1.0,1.0,0.0,0.0,0.0,102.0,985.0,13.0,146.0,2000.0,2330.92,85.80302606
156,STORM_TORAJI_2018,Toraji,2018,11.0,Storm,Tropical cyclone,SouthEast,0.0,0.0,0.0,0.0,0.0,55.0,1004.0,19.0,28.0,17200.0,20045.91,85.80302606
157,STORM_USAGI_2018,Usagi,2018,11.0,Storm,Tropical cyclone,SouthEast,0.0,0.0,0.0,0.0,0.0,157.0,975.0,3.0,146.0,39500.0,46035.67,85.80302606
158,STORM_MATMO_2019,Matmo,2019,11.0,Storm,Tropical cyclone,South Central Coast,1.0,1.0,0.0,0.0,0.0,92.0,993.0,2.0,14.0,165000.0,188877.94,87.35800677
159,STORM_NAKRI_2019,Nakri,2019,11.0,Storm,Tropical cyclone,South Central Coast,1.0,0.0,0.0,0.0,0.0,92.0,996.0,3.0,146.0,4000.0,4578.86,87.35800677
160,STORM_KAJIKI_2019,Kajiki,2019,9.0,Storm,Tropical cyclone,North Central Coast,1.0,0.0,0.0,0.0,0.0,54.0,998.0,6.0,146.0,12900.0,14766.82,87.35800677
161,STORM_PODUL_2019,Podul,2019,8.0,Storm,Tropical cyclone,North Central Coast,0.0,0.0,0.0,0.0,0.0,55.0,995.0,6.0,2.0,77.0,88.14,87.35800677
162,STORM_WIPHA_2019,Wipha,2019,8.0,Storm,Tropical cyclone,Red River Delta,1.0,0.0,0.0,0.0,0.0,102.0,984.0,27.0,15.0,44300.0,50710.86,87.35800677
163,STORM_MUN_2019,Mun,2019,7.0,Storm,Tropical cyclone,Red River Delta,0.0,0.0,0.0,0.0,0.0,55.0,995.0,2.0,3.0,4250.0,4865.04,87.35800677
164,STORM_NAN_2020,,2020,3.0,Storm,Extra-tropical storm,NorthEast,1.0,0.0,0.0,0.0,0.0,93.0,985.0,5.0,17.0,1500.0,1696.15,88.43564081
165,STORM_NAN_2020_2,,2020,4.0,Storm,Lightning/Thunderstorms,NorthEast,1.0,0.0,0.0,0.0,0.0,93.0,985.0,3.0,13.0,89730.0,139143.0,88.43564081
166,STORM_SINLAKU_2020,Sinlaku,2020,7.0,Storm,Tropical cyclone,North Central Coast,0.0,0.0,0.0,0.0,0.0,83.0,989.0,2.0,2.0,12900.0,14586.88,88.43564081
167,STORM_LINFA_2020,Linfa,2020,10.0,Storm,Tropical cyclone,South Central Coast,1.0,0.0,0.0,1.0,0.0,74.0,999.0,138.0,146.0,850000.0,961150.95,88.43564081
168,STORM_NANGKA(NIKA)_2020,Nangka(Nika),2020,10.0,Storm,Tropical cyclone,North Central Coast,0.0,0.0,0.0,0.0,0.0,65.0,999.0,2.0,146.0,2940.0,3324.45,88.43564081
169,STORM_NOUL(LEON)_2020,Noul(Leon),2020,9.0,Storm,Tropical cyclone,South Central Coast,0.0,0.0,0.0,0.0,0.0,83.0,992.0,6.0,146.0,33000.0,37315.27,88.43564081
170,STORM_MOLAVE(QUINTA)_2020,Molave(Quinta),2020,10.0,Storm,Tropical cyclone,South Central Coast,0.0,1.0,0.0,0.0,0.0,148.0,975.0,41.0,143.0,540000.0,610613.54,88.43564081
171,STORM_ULYSSES(VAMCO)_2020,Ulysses(Vamco),2020,11.0,Storm,Tropical cyclone,North Central Coast,1.0,0.0,0.0,0.0,0.0,115.0,975.0,1.0,1000.0,19400.0,21936.86,88.43564081
172,STORM_ETAU(TONYO)_2020,Etau(Tonyo),2020,11.0,Storm,Tropical cyclone,South Central Coast,1.0,0.0,0.0,0.0,0.0,74.0,998.0,2.0,146.0,5260.0,5947.83,88.43564081
173,STORM_GONI_2020,Goni,2020,11.0,Storm,Tropical depression,South Central Coast,1.0,1.0,0.0,0.0,0.0,46.0,1009.0,23.0,19.0,43500.0,49188.31,88.43564081
174,STORM_KOGUMA_2021,Koguma,2021,6.0,Storm,Tropical cyclone,North Central Coast,1.0,0.0,0.0,0.0,0.0,55.0,1001.0,1.0,146.0,104.0,112.32,92.59019293
175,STORM_CONSON(JOLINA)_2021,Conson(Jolina),2021,9.0,Storm,Tropical cyclone,South Central Coast,0.0,0.0,0.0,0.0,0.0,83.0,992.0,2.0,146.0,4300.0,4644.12,92.59019293
176,STORM_TWE_2021,Twe,2021,10.0,Storm,Tropical cyclone,South Central Coast,1.0,1.0,0.0,0.0,0.0,93.0,985.0,5.0,146.0,7500.0,8100.21,92.59019293
177,STORM_DIANMU_2021,Dianmu,2021,9.0,Storm,Tropical cyclone,South Central Coast,1.0,1.0,0.0,0.0,0.0,65.0,1001.0,7.0,3.0,20500.0,22140.57,92.59019293
178,STORM_LIONROCK_2021,LionRock,2021,10.0,Storm,Tropical cyclone,Red River Delta,0.0,0.0,0.0,0.0,0.0,56.0,1002.0,2.0,146.0,89730.0,139143.0,92.59019293
179,STORM_KOMPASU_2021,Kompasu,2021,10.0,Storm,Tropical cyclone,North Central Coast,0.0,0.0,0.0,0.0,0.0,46.0,1002.0,124.0,146.0,89730.0,139143.0,92.59019293
180,STORM_NAN_2022,,2022,5.0,Storm,Storm (General),NorthEast,1.0,1.0,0.0,0.0,0.0,93.0,985.0,9.0,146.0,89730.0,139143.0,100.0
181,STORM_NORU(KARDING)_2022,Noru(Karding),2022,9.0,Storm,Storm surge,South Central Coast,1.0,0.0,0.0,0.0,0.0,176.0,949.0,9.0,62.0,108300.0,108300.0,100.0
182,STORM_SONCA_2022,Sonca,2022,10.0,Storm,Tropical cyclone,South Central Coast,1.0,1.0,0.0,0.0,0.0,55.0,1000.0,19.0,110.0,65000.0,65000.0,100.0
183,STORM_MULAN_2022,Mulan,2022,8.0,Storm,Tropical cyclone,Red River Delta,1.0,1.0,0.0,0.0,0.0,65.0,996.0,4.0,146.0,229790.0,229790.0,100.0
